Question,Answer Options,Correct Answer,Dish,Origin,Question type
¿En qué país es tradicionalmente popular el plato lomo saltado?,"['México', 'Venezuela', 'Perú', 'Colombia']",Perú,lomo saltado,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato Chocolate Indígena?,"['México', 'Perú', 'España', 'Argentina']",Perú,Chocolate Indígena,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato tacacho?,"['Venezuela', 'Perú', 'España', 'Colombia']",Perú,tacacho,Perú,country of traditional dish
¿Cuál es un ingrediente principal de ceviche de chochos en Perú?,"['tinta de calamar', 'hielo', 'panela', 'cebolla roja']",cebolla roja,ceviche de chochos,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato ceviche de chochos?,"['Perú', 'México', 'Venezuela', 'Colombia']",Perú,ceviche de chochos,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato seco de chabelo?,"['España', 'México', 'Venezuela', 'Perú']",Perú,seco de chabelo,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato ponderaciones?,"['Venezuela', 'Perú', 'México', 'España']",Perú,ponderaciones,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato llunca de gallina?,"['Venezuela', 'Perú', 'México', 'España']",Perú,llunca de gallina,Perú,country of traditional dish
¿Cuál es un ingrediente principal de arroz con pato en Perú?,"['leche de vaca', 'pato', 'producto del mar', 'castaña']",pato,arroz con pato,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato arroz con pato?,"['Perú', 'España', 'México', 'Venezuela']",Perú,arroz con pato,Perú,country of traditional dish
¿Cuál es un ingrediente principal de aguadito de pollo en Perú?,"['maíz', 'harina de arroz', 'raíz de mandioca', 'grano de cacao']",maíz,aguadito de pollo,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato aguadito de pollo?,"['Argentina', 'Perú', 'Colombia', 'México']",Perú,aguadito de pollo,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato huevo chimbo?,"['Venezuela', 'España', 'Argentina', 'Perú']",Perú,huevo chimbo,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato Causa a la limeña?,"['Perú', 'Argentina', 'Venezuela', 'Colombia']",Perú,Causa a la limeña,Perú,country of traditional dish
¿Cuál es un ingrediente principal de chupe en Perú?,"['pimentón', 'azúcar de caña', 'tortilla', 'carne']",carne,chupe,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato chupe?,"['Perú', 'Venezuela', 'España', 'Colombia']",Perú,chupe,Perú,country of traditional dish
¿Cuál es un ingrediente principal de dulce de leche en Perú?,"['leche', 'zanahoria', 'aceite', 'plátano']",leche,dulce de leche,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato dulce de leche?,"['México', 'Colombia', 'Perú', 'España']",Perú,dulce de leche,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato tacu-tacu?,"['Colombia', 'Perú', 'México', 'Venezuela']",Perú,tacu-tacu,Perú,country of traditional dish
¿Cuál es un ingrediente principal de pastel de papa en Perú?,"['carne de res', 'canela', 'flan', 'linguiça']",carne de res,pastel de papa,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato pastel de papa?,"['España', 'Perú', 'México', 'Argentina']",Perú,pastel de papa,Perú,country of traditional dish
¿Cuál es un ingrediente principal de ceviche en Perú?,"['harina', 'mariscos', 'almendra', 'salsa de tomate']",mariscos,ceviche,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato ceviche?,"['España', 'Venezuela', 'Perú', 'Colombia']",Perú,ceviche,Perú,country of traditional dish
¿Cuál es un ingrediente principal de sopa wantán en Perú?,"['sándwich', 'Wantán', 'vainilla', 'lomo']",Wantán,sopa wantán,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato sopa wantán?,"['España', 'Venezuela', 'México', 'Perú']",Perú,sopa wantán,Perú,country of traditional dish
¿Cuál es un ingrediente principal de Malarrabia en Perú?,"['gamba o langostino', 'ají amarillo', 'maíz dulce', 'Salo']",ají amarillo,Malarrabia,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato Malarrabia?,"['Colombia', 'Perú', 'España', 'Argentina']",Perú,Malarrabia,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato natillas piuranas?,"['Argentina', 'Perú', 'Colombia', 'México']",Perú,natillas piuranas,Perú,country of traditional dish
¿Cuál es un ingrediente principal de humita en Perú?,"['cebolla', 'pasta de almendra', 'azúcar', 'panza de cerdo']",cebolla,humita,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato humita?,"['México', 'Perú', 'Argentina', 'España']",Perú,humita,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato Bizcocho Chancay?,"['Argentina', 'Colombia', 'Perú', 'México']",Perú,Bizcocho Chancay,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato Muyuchi?,"['España', 'Argentina', 'Perú', 'México']",Perú,Muyuchi,Perú,country of traditional dish
¿Cuál es un ingrediente principal de mote en Perú?,"['coco', 'verde oliva', 'morrón', 'maíz']",maíz,mote,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato mote?,"['México', 'Argentina', 'Venezuela', 'Perú']",Perú,mote,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato bola de oro?,"['Venezuela', 'Perú', 'España', 'México']",Perú,bola de oro,Perú,country of traditional dish
¿Cuál es un ingrediente principal de Ají de gallina en Perú?,"['carne', 'mantequilla', 'alcaparra', 'Bolillo (pan)']",carne,Ají de gallina,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato Ají de gallina?,"['España', 'México', 'Perú', 'Colombia']",Perú,Ají de gallina,Perú,country of traditional dish
¿Cuál es un ingrediente principal de pollo a la brasa en Perú?,"['carne de pollo', 'Calado', 'embutido', 'Salo']",carne de pollo,pollo a la brasa,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato pollo a la brasa?,"['México', 'España', 'Colombia', 'Perú']",Perú,pollo a la brasa,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato caldo de carachama?,"['Argentina', 'Colombia', 'Perú', 'España']",Perú,caldo de carachama,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato escribano?,"['Argentina', 'Colombia', 'Perú', 'Venezuela']",Perú,escribano,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato timpu?,"['Colombia', 'Perú', 'España', 'México']",Perú,timpu,Perú,country of traditional dish
¿Cuál es un ingrediente principal de patasca en Perú?,"['semilla de comino', 'plátano de cocinar', 'harina de centeno', 'mote']",mote,patasca,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato patasca?,"['Perú', 'España', 'Colombia', 'Venezuela']",Perú,patasca,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato carapulca?,"['Venezuela', 'Argentina', 'España', 'Perú']",Perú,carapulca,Perú,country of traditional dish
¿Cuál es un ingrediente principal de chumbeque en Perú?,"['casquería', 'huevo', 'limón', 'pimpinella anisum']",huevo,chumbeque,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato chumbeque?,"['Venezuela', 'España', 'Argentina', 'Perú']",Perú,chumbeque,Perú,country of traditional dish
¿Cuál es un ingrediente principal de huevos a la rabona en Perú?,"['piel de cerdo', 'col', 'conejo', 'salsa criolla']",salsa criolla,huevos a la rabona,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato huevos a la rabona?,"['Argentina', 'México', 'España', 'Perú']",Perú,huevos a la rabona,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato inchicapi?,"['Colombia', 'Argentina', 'México', 'Perú']",Perú,inchicapi,Perú,country of traditional dish
¿Cuál es un ingrediente principal de patitas con maní en Perú?,"['papa', 'sándwich', 'huevo de gallina', 'maní']",papa,patitas con maní,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato patitas con maní?,"['México', 'Perú', 'España', 'Colombia']",Perú,patitas con maní,Perú,country of traditional dish
¿Cuál es un ingrediente principal de pastel de choclo en Perú?,"['manteca de cerdo', 'vino', 'mozzarella', 'papa']",papa,pastel de choclo,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato pastel de choclo?,"['Argentina', 'Perú', 'España', 'Colombia']",Perú,pastel de choclo,Perú,country of traditional dish
¿Cuál es un ingrediente principal de solterito en Perú?,"['mayonesa', 'salsa criolla', 'papa', 'fiambre']",papa,solterito,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato solterito?,"['Argentina', 'España', 'Venezuela', 'Perú']",Perú,solterito,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato menestrón?,"['Perú', 'México', 'Argentina', 'España']",Perú,menestrón,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato ajiaco?,"['Perú', 'Argentina', 'España', 'Venezuela']",Perú,ajiaco,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato charqui?,"['Colombia', 'España', 'Argentina', 'Perú']",Perú,charqui,Perú,country of traditional dish
¿Cuál es un ingrediente principal de teja en Perú?,"['zanahoria', 'manjar blanco (Hispanidad)', 'cuajo', 'jugo de naranja']",manjar blanco (Hispanidad),teja,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato teja?,"['Venezuela', 'España', 'Argentina', 'Perú']",Perú,teja,Perú,country of traditional dish
¿Cuál es un ingrediente principal de ocopa en Perú?,"['sándwich', 'queso fresco', 'maíz morado', 'ají amarillo']",queso fresco,ocopa,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato ocopa?,"['España', 'Perú', 'Argentina', 'Colombia']",Perú,ocopa,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato Chocolate de Cacao?,"['Colombia', 'Perú', 'Argentina', 'España']",Perú,Chocolate de Cacao,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato chinguirito?,"['Colombia', 'México', 'Perú', 'Argentina']",Perú,chinguirito,Perú,country of traditional dish
¿Cuál es un ingrediente principal de sopa teóloga en Perú?,"['Fubá', 'mariscos', 'carne de res', 'pan blanco']",pan blanco,sopa teóloga,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato sopa teóloga?,"['Perú', 'España', 'Argentina', 'México']",Perú,sopa teóloga,Perú,country of traditional dish
¿Cuál es un ingrediente principal de arroz chaufa en Perú?,"['garbanzo', 'guisado', 'arroz', 'higo']",arroz,arroz chaufa,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato arroz chaufa?,"['España', 'Argentina', 'Perú', 'Colombia']",Perú,arroz chaufa,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato parihuela?,"['España', 'Argentina', 'Perú', 'Venezuela']",Perú,parihuela,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato guargüero?,"['Venezuela', 'Argentina', 'Perú', 'México']",Perú,guargüero,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato pan con chicharrón?,"['Perú', 'Colombia', 'Argentina', 'México']",Perú,pan con chicharrón,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato arroz tapado?,"['Colombia', 'Argentina', 'Perú', 'México']",Perú,arroz tapado,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato Pan chapla?,"['Perú', 'Argentina', 'México', 'España']",Perú,Pan chapla,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato sancochado?,"['Argentina', 'Perú', 'España', 'México']",Perú,sancochado,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato sanguito?,"['Argentina', 'México', 'Perú', 'Venezuela']",Perú,sanguito,Perú,country of traditional dish
¿Cuál es un ingrediente principal de butifarra en Perú?,"['carne de cordero', 'salsa criolla', 'piel de cerdo', 'fruto']",salsa criolla,butifarra,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato butifarra?,"['España', 'Perú', 'Colombia', 'Argentina']",Perú,butifarra,Perú,country of traditional dish
¿Cuál es un ingrediente principal de alfajor en Perú?,"['masa madre', 'semilla de anís', 'jugo de lima', 'mermelada de leche']",mermelada de leche,alfajor,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato alfajor?,"['España', 'Perú', 'Venezuela', 'Argentina']",Perú,alfajor,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato caramanduca?,"['Colombia', 'España', 'Venezuela', 'Perú']",Perú,caramanduca,Perú,country of traditional dish
¿Cuál es un ingrediente principal de chairo en Perú?,"['Ensaladilla', 'chuño', 'tajada', 'sándwich']",chuño,chairo,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato chairo?,"['Argentina', 'España', 'Perú', 'Venezuela']",Perú,chairo,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato sopa a la minuta?,"['España', 'Venezuela', 'Perú', 'Argentina']",Perú,sopa a la minuta,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato champús?,"['Argentina', 'Perú', 'México', 'Colombia']",Perú,champús,Perú,country of traditional dish
¿Cuál es un ingrediente principal de tiradito en Perú?,"['Almendra', 'oblea', 'mote', 'jugo de lima']",jugo de lima,tiradito,Perú,main ingredient
¿En qué país es tradicionalmente popular el plato tiradito?,"['Venezuela', 'México', 'Argentina', 'Perú']",Perú,tiradito,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato torta helada?,"['Venezuela', 'México', 'España', 'Perú']",Perú,torta helada,Perú,country of traditional dish
¿En qué país es tradicionalmente popular el plato jamón del país?,"['Colombia', 'Argentina', 'Perú', 'España']",Perú,jamón del país,Perú,country of traditional dish
